"id","name","members","issolo","id_parentgroup","formation","disband","kname","social","alias","id_debut","debut_actual_date","miak","miak_level","sales","gaon_obs","releases","views","releasesm"
"153","Orange Caramel","female","n","11","2010","2015","오렌지캬라멜","K=Orange_Caramel","오렌지 캬라멜","3517","","0","none","48532","","a:7:{s:9:""아잉♡"";a:2:{s:7:""2011-01"";i:790;s:7:""2011-03"";i:746;}s:49:""THE FIRST MINI ALBUM / 마법소녀(魔法少女)"";a:2:{s:7:""2011-03"";i:1160;s:7:""2011-05"";i:978;}s:21:""방콕시티 (SINGLE)"";a:1:{s:7:""2011-04"";i:7966;}s:42:""샹하이 로맨스(上海之戀) (SINGLE)"";a:1:{s:7:""2011-10"";i:8084;}s:25:""1집 립스틱 (LIPSTICK)"";a:5:{s:7:""2012-09"";i:9999;s:7:""2012-10"";i:1927;s:7:""2012-11"";i:1686;s:7:""2012-12"";i:846;s:7:""2013-01"";i:866;}s:23:""까탈레나(CATALLENA)"";a:1:{s:7:""2014-03"";i:7272;}s:19:""나처럼 해봐요"";a:2:{s:7:""2014-08"";i:5473;s:7:""2014-09"";i:739;}}","29853","a:13:{s:7:""2011-01"";i:790;s:7:""2011-03"";i:1906;s:7:""2011-05"";i:978;s:7:""2011-04"";i:7966;s:7:""2011-10"";i:8084;s:7:""2012-09"";i:9999;s:7:""2012-10"";i:1927;s:7:""2012-11"";i:1686;s:7:""2012-12"";i:846;s:7:""2013-01"";i:866;s:7:""2014-03"";i:7272;s:7:""2014-08"";i:5473;s:7:""2014-09"";i:739;}"
"154","Park Bom","female","y","4","2006","0","박봄","K=Park_Bom,T=haroobomkum,I=newharoobompark,F=haroobommi21,Y=UCxhC3DADJBrwijXYnLXX3ag","","0","","0","none","22547","","a:2:{s:6:""SPRING"";a:1:{s:7:""2019-03"";i:15137;}s:12:""RE:BLUE ROSE"";a:1:{s:7:""2019-05"";i:7410;}}","21624","a:2:{s:7:""2019-03"";i:15137;s:7:""2019-05"";i:7410;}"
"155","Park BoRam","female","y","0","2014","0","박보람","K=Park_Bo-ram,I=ramramram2,F=officialparkboram,W=cafe.daum.net/officialparkboram","","782","","0","none","880","","a:1:{s:10:""CELEPRETTY"";a:1:{s:7:""2015-04"";i:880;}}","18045","a:1:{s:7:""2015-04"";i:880;}"
"156","Pristin","female","n","0","2016","2019","프리스틴","K=Pristin,V=EC1263,VS=306","","1974","","0","none","70576","","a:2:{s:32:""THE 1ST MINI ALBUM `HI! PRISTIN`"";a:5:{s:7:""2017-03"";i:23519;s:7:""2017-04"";i:12883;s:7:""2017-05"";i:5178;s:7:""2017-06"";i:719;i:2017;i:43300;}s:35:""THE 2ND MINI ALBUM ‘SCHXXL OUT’"";a:3:{s:7:""2017-08"";i:22571;s:7:""2017-09"";i:3901;s:7:""2017-10"";i:804;}}","12058","a:7:{s:7:""2017-03"";i:23519;s:7:""2017-04"";i:12883;s:7:""2017-05"";i:5178;s:7:""2017-06"";i:719;s:7:""2017-08"";i:22571;s:7:""2017-09"";i:3901;s:7:""2017-10"";i:804;}"
"157","PRODUCE 101","female","n","0","2016","2016","프로듀스 101","K=Produce_101","","1816","","0","none","0","","","1838","a:0:{}"
"158","PSY","male","y","0","2001","0","싸이","K=Psy,Y=UCrDkAvwZum-UTjHmzDI2iIw,F=officialpsy,T=psy_oppa,I=42psy42,V=F90C5,VS=99","박재상","958","2001-02-12","372579","none","518974","","a:5:{s:30:""5집 PSYFIVE (싸이파이브)"";a:1:{s:7:""2011-01"";i:1071;}s:22:""6집 싸이6甲 PART 1"";a:18:{s:7:""2012-07"";i:29875;s:7:""2012-08"";i:19292;s:7:""2012-09"";i:18746;s:7:""2012-10"";i:28359;s:7:""2012-11"";i:5121;s:7:""2012-12"";i:2767;i:2012;i:106594;s:7:""2013-01"";i:4233;s:7:""2013-02"";i:4159;s:7:""2013-03"";i:2137;s:7:""2013-04"";i:1967;s:7:""2013-05"";i:1190;s:7:""2013-06"";i:4726;s:7:""2013-07"";i:844;s:7:""2013-08"";i:1027;s:7:""2013-10"";i:1080;i:2013;i:22094;s:7:""2015-07"";i:740;}s:24:""5집 PSYFIVE (REPACKAGE)"";a:1:{s:7:""2012-10"";i:3345;}s:15:""칠집싸이다"";a:1:{s:7:""2015-12"";i:6816;}s:13:""PSY 8TH 4X2=8"";a:2:{s:7:""2017-05"";i:5024;s:7:""2017-06"";i:711;}}","2377817","a:20:{s:7:""2011-01"";i:1071;s:7:""2012-07"";i:29875;s:7:""2012-08"";i:19292;s:7:""2012-09"";i:18746;s:7:""2012-10"";i:31704;s:7:""2012-11"";i:5121;s:7:""2012-12"";i:2767;s:7:""2013-01"";i:4233;s:7:""2013-02"";i:4159;s:7:""2013-03"";i:2137;s:7:""2013-04"";i:1967;s:7:""2013-05"";i:1190;s:7:""2013-06"";i:4726;s:7:""2013-07"";i:844;s:7:""2013-08"";i:1027;s:7:""2013-10"";i:1080;s:7:""2015-07"";i:740;s:7:""2015-12"";i:6816;s:7:""2017-05"";i:5024;s:7:""2017-06"";i:711;}"
"159","Psy + Hyuna","coed","n","0","0","0","","","","0","","0","none","0","","","71786","a:0:{}"
"160","PSY + Snoop Dogg","male","n","0","0","0","","","","0","","0","none","0","","","33068","a:0:{}"
"161","R3hab X f(Amber+Luna)","coed","n","0","0","0","","","","0","","0","none","0","","","387","a:0:{}"
"162","Rainbow","female","n","0","2009","2016","레인보우","K=Rainbow_(South_Korean_band),F=Rainbow.DSP,T=rainbow_1114","","3525","2009-11-12","0","none","54615","","a:7:{s:6:""SO 女"";a:8:{s:7:""2011-04"";i:13301;s:7:""2011-05"";i:1832;s:7:""2011-06"";i:2218;s:7:""2011-07"";i:1019;s:7:""2011-09"";i:998;s:7:""2011-10"";i:1385;i:2011;i:21900;s:7:""2012-04"";i:1190;}s:11:""GOSSIP GIRL"";a:2:{s:7:""2011-05"";i:2426;s:7:""2011-06"";i:995;}s:42:""SO女 REPACKAGE (2ND MINI ALBUM REPACKAGE)"";a:1:{s:7:""2011-06"";i:5797;}s:16:""RAINBOW SYNDROME"";a:2:{s:7:""2013-02"";i:5960;s:7:""2013-03"";i:1781;}s:23:""RAINBOW SYNDROME PART 2"";a:1:{s:7:""2013-06"";i:6017;}s:8:""INNOCENT"";a:2:{s:7:""2015-02"";i:3826;s:7:""2015-03"";i:914;}s:5:""PRISM"";a:2:{s:7:""2016-02"";i:3130;s:7:""2016-03"";i:679;}}","10280","a:14:{s:7:""2011-04"";i:13301;s:7:""2011-05"";i:4258;s:7:""2011-06"";i:9010;s:7:""2011-07"";i:1019;s:7:""2011-09"";i:998;s:7:""2011-10"";i:1385;s:7:""2012-04"";i:1190;s:7:""2013-02"";i:5960;s:7:""2013-03"";i:1781;s:7:""2013-06"";i:6017;s:7:""2015-02"";i:3826;s:7:""2015-03"";i:914;s:7:""2016-02"";i:3130;s:7:""2016-03"";i:679;}"
"163","rainbow blaxx","female","n","162","2014","2016","레인보우 blaxx","","","709","","0","none","6436","","a:1:{s:8:""RB BLAXX"";a:2:{s:7:""2014-01"";i:5274;s:7:""2014-02"";i:1162;}}","3187","a:2:{s:7:""2014-01"";i:5274;s:7:""2014-02"";i:1162;}"
"164","Rainbow Pixie","female","n","162","2012","2016","레인보우 Pixie","","","1326","","0","none","0","","","113","a:0:{}"
"165","Red Velvet","female","n","0","2014","0","레드벨벳","K=Red_Velvet_(band),Y=UCk9GmdlDTBfgGRb7vXeRMoQ,F=RedVelvet,T=rvsmtown,W=redvelvet.smtown.com,I=redvelvet.smtown,V=DCF447,VS=548,A=red-velvet/906961899","","771","","0","none","1376534","","a:17:{s:35:""THE 1ST MINI ALBUM `ICE CREAM CAKE`"";a:37:{s:7:""2015-03"";i:29465;s:7:""2015-04"";i:6759;s:7:""2015-05"";i:2881;s:7:""2015-06"";i:1546;s:7:""2015-07"";i:1232;s:7:""2015-08"";i:1725;s:7:""2015-09"";i:1712;s:7:""2015-10"";i:1308;s:7:""2015-11"";i:960;s:7:""2015-12"";i:1227;i:2015;i:48815;s:7:""2016-01"";i:1400;s:7:""2016-02"";i:1259;s:7:""2016-03"";i:1628;s:7:""2016-04"";i:697;s:7:""2016-05"";i:779;s:7:""2016-06"";i:537;s:7:""2016-07"";i:800;s:7:""2016-08"";i:741;s:7:""2016-09"";i:1053;s:7:""2016-10"";i:741;s:7:""2016-11"";i:651;s:7:""2016-12"";i:888;s:7:""2017-01"";i:929;s:7:""2017-02"";i:1466;s:7:""2017-03"";i:741;s:7:""2017-04"";i:947;s:7:""2017-05"";i:969;s:7:""2017-09"";i:924;s:7:""2017-10"";i:866;s:7:""2017-11"";i:1018;s:7:""2018-01"";i:2016;s:7:""2018-02"";i:1982;s:7:""2018-04"";i:927;s:7:""2018-05"";i:1677;s:7:""2018-07"";i:1208;s:7:""2018-09"";i:1261;}s:23:""THE RED - THE 1ST ALBUM"";a:28:{s:7:""2015-09"";i:42056;s:7:""2015-10"";i:1729;s:7:""2015-11"";i:1671;s:7:""2015-12"";i:1115;i:2015;i:46571;s:7:""2016-01"";i:1668;s:7:""2016-02"";i:1160;s:7:""2016-03"";i:1987;s:7:""2016-04"";i:764;s:7:""2016-05"";i:880;s:7:""2016-06"";i:559;s:7:""2016-08"";i:677;s:7:""2016-09"";i:953;s:7:""2016-10"";i:544;s:7:""2016-11"";i:671;s:7:""2016-12"";i:888;s:7:""2017-01"";i:757;s:7:""2017-02"";i:1134;s:7:""2017-03"";i:652;s:7:""2017-04"";i:535;s:7:""2017-07"";i:749;s:7:""2017-08"";i:1002;s:7:""2017-10"";i:822;s:7:""2017-11"";i:919;s:7:""2017-12"";i:870;s:7:""2018-03"";i:2457;s:7:""2018-05"";i:1085;s:7:""2018-08"";i:969;}s:31:""THE VELVET - THE 2ND MINI ALBUM"";a:8:{s:7:""2016-03"";i:47481;s:7:""2016-04"";i:419;s:7:""2016-09"";i:420;s:7:""2016-12"";i:507;i:2016;i:48866;s:7:""2017-02"";i:718;s:7:""2018-01"";i:1000;s:7:""2018-02"";i:1491;}s:37:""RUSSIAN ROULETTE - THE 3RD MINI ALBUM"";a:21:{s:7:""2016-09"";i:48613;s:7:""2016-10"";i:2608;s:7:""2016-11"";i:1647;s:7:""2016-12"";i:2121;i:2016;i:54989;s:7:""2017-01"";i:1404;s:7:""2017-02"";i:2565;s:7:""2017-03"";i:969;s:7:""2017-04"";i:769;s:7:""2017-05"";i:777;s:7:""2017-07"";i:949;s:7:""2017-08"";i:1434;s:7:""2017-09"";i:848;s:7:""2017-10"";i:998;s:7:""2017-11"";i:947;s:7:""2017-12"";i:1211;s:7:""2018-01"";i:1704;s:7:""2018-02"";i:950;s:7:""2018-03"";i:2441;s:7:""2018-05"";i:1395;s:7:""2018-09"";i:1142;}s:27:""ROOKIE - THE 4TH MINI ALBUM"";a:22:{s:7:""2017-02"";i:69393;s:7:""2017-03"";i:5717;s:7:""2017-04"";i:1617;s:7:""2017-05"";i:1057;s:7:""2017-06"";i:1257;s:7:""2017-07"";i:1641;s:7:""2017-08"";i:1635;s:7:""2017-09"";i:1127;s:7:""2017-10"";i:1154;s:7:""2017-11"";i:1090;s:7:""2017-12"";i:1403;i:2017;i:87091;s:7:""2018-01"";i:1854;s:7:""2018-02"";i:3076;s:7:""2018-03"";i:1039;s:7:""2018-04"";i:1344;s:7:""2018-05"";i:1943;s:7:""2018-07"";i:1067;s:7:""2018-09"";i:1476;s:7:""2018-10"";i:1162;s:7:""2018-12"";i:1099;s:7:""2019-01"";i:1408;}s:34:""THE RED SUMMER - SUMMER MINI ALBUM"";a:19:{s:7:""2017-07"";i:62046;s:7:""2017-08"";i:7718;s:7:""2017-09"";i:2539;s:7:""2017-10"";i:2286;s:7:""2017-11"";i:2146;s:7:""2017-12"";i:2111;i:2017;i:78846;s:7:""2018-01"";i:1733;s:7:""2018-02"";i:3817;s:7:""2018-03"";i:1155;s:7:""2018-04"";i:2969;s:7:""2018-05"";i:1795;s:7:""2018-06"";i:1304;s:7:""2018-07"";i:1671;s:7:""2018-08"";i:1893;s:7:""2018-09"";i:773;s:7:""2018-10"";i:1093;s:7:""2019-01"";i:1244;s:7:""2020-03"";i:1499;}s:30:""PERFECT VELVET - THE 2ND ALBUM"";a:11:{s:7:""2017-11"";i:101000;i:2017;i:90456;s:7:""2018-01"";i:4340;s:7:""2018-02"";i:2762;s:7:""2018-03"";i:1955;s:7:""2018-04"";i:1519;s:7:""2018-05"";i:1045;s:7:""2018-08"";i:875;s:7:""2018-12"";i:1243;s:7:""2019-01"";i:1621;s:7:""2020-01"";i:1490;}s:48:""THE PERFECT RED VELVET - THE 2ND ALBUM REPACKAGE"";a:15:{s:7:""2018-01"";i:55128;s:7:""2018-02"";i:8803;s:7:""2018-03"";i:10243;s:7:""2018-04"";i:1819;s:7:""2018-05"";i:3220;s:7:""2018-06"";i:2733;s:7:""2018-07"";i:2775;s:7:""2018-08"";i:2530;s:7:""2018-09"";i:1347;s:7:""2018-10"";i:1226;s:7:""2018-12"";i:1454;i:2018;i:91325;s:7:""2019-01"";i:2494;s:7:""2019-02"";i:1220;s:7:""2020-01"";i:2018;}s:54:""THE PERFECT RED VELVET - THE 2ND ALBUM REPACKAGE (SMC)"";a:1:{s:7:""2018-02"";i:12152;}s:33:""ROOKIE - THE 4TH MINI ALBUM (SMC)"";a:2:{s:7:""2018-02"";i:955;s:7:""2018-06"";i:1000;}s:32:""SUMMER MAGIC - SUMMER MINI ALBUM"";a:3:{s:7:""2018-08"";i:155247;s:7:""2018-09"";i:1781;i:2018;i:157323;}s:24:""RBB - THE 5TH MINI ALBUM"";a:4:{s:7:""2018-11"";i:84092;s:7:""2018-12"";i:10275;i:2018;i:94367;s:7:""2019-01"";i:2406;}s:25:""`THE REVE FESTIVAL` DAY 1"";a:3:{s:7:""2019-06"";i:182210;s:7:""2019-08"";i:1168;i:2019;i:156993;}s:33:""`THE REVE FESTIVAL` DAY 1 (KIHNO)"";a:2:{s:7:""2019-06"";i:3611;s:7:""2019-07"";i:1791;}s:25:""`THE REVE FESTIVAL` DAY 2"";a:5:{s:7:""2019-08"";i:107554;s:7:""2019-09"";i:2323;i:2019;i:111654;s:7:""2020-01"";i:1856;s:7:""2020-03"";i:1145;}s:33:""`THE REVE FESTIVAL` DAY 2 (KIHNO)"";a:1:{s:7:""2019-08"";i:5952;}s:26:""`THE REVE FESTIVAL` FINALE"";a:5:{s:7:""2019-12"";i:104729;i:2019;i:104729;s:7:""2020-01"";i:29991;s:7:""2020-02"";i:7941;s:7:""2020-03"";i:2194;}}","1472810","a:56:{s:7:""2015-03"";i:29465;s:7:""2015-04"";i:6759;s:7:""2015-05"";i:2881;s:7:""2015-06"";i:1546;s:7:""2015-07"";i:1232;s:7:""2015-08"";i:1725;s:7:""2015-09"";i:43768;s:7:""2015-10"";i:3037;s:7:""2015-11"";i:2631;s:7:""2015-12"";i:2342;s:7:""2016-01"";i:3068;s:7:""2016-02"";i:2419;s:7:""2016-03"";i:51096;s:7:""2016-04"";i:1880;s:7:""2016-05"";i:1659;s:7:""2016-06"";i:1096;s:7:""2016-07"";i:800;s:7:""2016-08"";i:1418;s:7:""2016-09"";i:51039;s:7:""2016-10"";i:3893;s:7:""2016-11"";i:2969;s:7:""2016-12"";i:4404;s:7:""2017-01"";i:3090;s:7:""2017-02"";i:75276;s:7:""2017-03"";i:8079;s:7:""2017-04"";i:3868;s:7:""2017-05"";i:2803;s:7:""2017-09"";i:5438;s:7:""2017-10"";i:6126;s:7:""2017-11"";i:107120;s:7:""2018-01"";i:67775;s:7:""2018-02"";i:35988;s:7:""2018-04"";i:8578;s:7:""2018-05"";i:12160;s:7:""2018-07"";i:6721;s:7:""2018-09"";i:7780;s:7:""2017-07"";i:65385;s:7:""2017-08"";i:11789;s:7:""2017-12"";i:5595;s:7:""2018-03"";i:19290;s:7:""2018-08"";i:161514;s:7:""2017-06"";i:1257;s:7:""2018-10"";i:3481;s:7:""2018-12"";i:14071;s:7:""2019-01"";i:9173;s:7:""2018-06"";i:5037;s:7:""2020-03"";i:4838;s:7:""2020-01"";i:35355;s:7:""2019-02"";i:1220;s:7:""2018-11"";i:84092;s:7:""2019-06"";i:185821;s:7:""2019-08"";i:114674;s:7:""2019-07"";i:1791;s:7:""2019-09"";i:2323;s:7:""2019-12"";i:104729;s:7:""2020-02"";i:7941;}"
"166","Ryeowook","male","y","189","2016","0","김려욱","K=Kim_Ryeowook,W=ryeowook.smtown.com,I=ryeong8706","","1485","","0","none","0","","","2855","a:0:{}"
"167","San E","male","y","0","2010","0","산이","K=San_E,I=sanethebigboy,T=san_e","","1162","","0","none","4219","","a:3:{s:20:""NOT BASED TRUE STORY"";a:2:{s:7:""2013-11"";i:1000;s:7:""2013-12"";i:558;}s:16:""양치기 소년"";a:2:{s:7:""2015-04"";i:1263;s:7:""2015-05"";i:553;}s:40:""`SEASON OF SUFFERING` (고난의 시기)"";a:1:{s:7:""2017-01"";i:845;}}","5765","a:5:{s:7:""2013-11"";i:1000;s:7:""2013-12"";i:558;s:7:""2015-04"";i:1263;s:7:""2015-05"";i:553;s:7:""2017-01"";i:845;}"
"168","Secret","female","n","0","2009","2018","시크릿","K=Secret_(South_Korean_band),F=SECRET2009","","3531","2009-10-13","0","none","96185","","a:10:{s:31:""샤이보이 (SHY BOY) (SINGLE)"";a:6:{s:7:""2011-01"";i:7818;s:7:""2011-02"";i:681;s:7:""2011-03"";i:1905;s:7:""2011-04"";i:761;s:7:""2011-09"";i:1235;s:7:""2011-11"";i:7818;}s:11:""SECRET TIME"";a:4:{s:7:""2011-02"";i:2003;s:7:""2011-03"";i:1222;s:7:""2011-06"";i:872;s:7:""2011-09"";i:1384;}s:7:""MADONNA"";a:3:{s:7:""2011-03"";i:1852;s:7:""2011-09"";i:1338;s:7:""2011-11"";i:1958;}s:25:""별빛달빛 (2ND SINGLE)"";a:3:{s:7:""2011-06"";i:8410;s:7:""2011-07"";i:1053;s:7:""2011-08"";i:1312;}s:21:""1집 MOVING IN SECRET"";a:4:{s:7:""2011-10"";i:14385;s:7:""2011-11"";i:1428;s:7:""2011-12"";i:806;i:2011;i:16619;}s:6:""POISON"";a:2:{s:7:""2012-09"";i:9845;s:7:""2012-10"";i:1041;}s:18:""LETTER FROM SECRET"";a:2:{s:7:""2013-04"";i:6422;s:7:""2013-05"";i:1966;}s:12:""희망고문"";a:1:{s:7:""2013-09"";i:2688;}s:16:""GIFT FROM SECRET"";a:1:{s:7:""2013-12"";i:5051;}s:13:""SECRET SUMMER"";a:2:{s:7:""2014-08"";i:10303;s:7:""2014-09"";i:628;}}","13486","a:19:{s:7:""2011-01"";i:7818;s:7:""2011-02"";i:2684;s:7:""2011-03"";i:4979;s:7:""2011-04"";i:761;s:7:""2011-09"";i:3957;s:7:""2011-11"";i:11204;s:7:""2011-06"";i:9282;s:7:""2011-07"";i:1053;s:7:""2011-08"";i:1312;s:7:""2011-10"";i:14385;s:7:""2011-12"";i:806;s:7:""2012-09"";i:9845;s:7:""2012-10"";i:1041;s:7:""2013-04"";i:6422;s:7:""2013-05"";i:1966;s:7:""2013-09"";i:2688;s:7:""2013-12"";i:5051;s:7:""2014-08"";i:10303;s:7:""2014-09"";i:628;}"
"169","Seohyun","female","y","78","2017","0","서현","K=Seohyun,I=seojuhyun_s","","1927","","0","none","33369","","a:1:{s:35:""DON’T SAY NO - THE 1ST MINI ALBUM"";a:3:{s:7:""2017-01"";i:33041;s:7:""2017-02"";i:831;i:2017;i:33369;}}","4380","a:2:{s:7:""2017-01"";i:33041;s:7:""2017-02"";i:831;}"
"170","SEUNGRI","male","y","28","2006","2019","승리","K=Seungri,I=seungriseyo,T=ForvictoRi","이승현","1149","","0","none","166781","","a:3:{s:22:""1ST MINI ALBUM V.V.I.P"";a:5:{s:7:""2011-01"";i:32711;s:7:""2011-02"";i:6453;s:7:""2011-03"";i:2138;i:2011;i:41812;s:7:""2013-08"";i:932;}s:21:""LET'S TALK ABOUT LOVE"";a:3:{s:7:""2013-08"";i:73469;s:7:""2013-09"";i:4397;i:2013;i:77532;}s:17:""THE GREAT SEUNGRI"";a:3:{s:7:""2018-07"";i:43822;s:7:""2018-08"";i:3553;i:2018;i:46505;}}","21600","a:7:{s:7:""2011-01"";i:32711;s:7:""2011-02"";i:6453;s:7:""2011-03"";i:2138;s:7:""2013-08"";i:74401;s:7:""2013-09"";i:4397;s:7:""2018-07"";i:43822;s:7:""2018-08"";i:3553;}"
