"id","name","members","issolo","id_parentgroup","formation","disband","kname","social","alias","id_debut","debut_actual_date","miak","miak_level","sales","gaon_obs","releases","views","releasesm"
"139","Max","male","y","207","2015","0","최강창민","K=Changmin,I=changmin88","심창민, Max Changmin","6009","","0","none","0","","","35997","a:0:{}"
"140","MBLAQ","male","n","0","2009","0","엠블랙","K=MBLAQ,T=MBLAQ_CAMP,F=jtunecampofficial,U=jtunecamp","","3507","2009-10-14","42000","none","330353","","a:12:{s:15:""1집 BLAQ STYLE"";a:7:{s:7:""2011-01"";i:17981;s:7:""2011-02"";i:9721;s:7:""2011-06"";i:1876;s:7:""2011-11"";i:1173;i:2011;i:31634;s:7:""2012-01"";i:1981;s:7:""2012-04"";i:1566;}s:21:""BLAQ STYLE 3D EDITION"";a:3:{s:7:""2011-02"";i:8990;s:7:""2011-03"";i:8091;i:2011;i:18533;}s:14:""2ND SINGLE `Y`"";a:2:{s:7:""2011-06"";i:1771;s:7:""2012-01"";i:1999;}s:9:""MONA LISA"";a:6:{s:7:""2011-07"";i:34454;s:7:""2011-08"";i:2515;s:7:""2011-09"";i:1536;s:7:""2011-11"";i:2294;i:2011;i:41025;s:7:""2012-01"";i:950;}s:9:""JUST BLAQ"";a:2:{s:7:""2011-11"";i:2147;s:7:""2012-01"";i:1959;}s:31:""MBLAQ 4TH MINI ALBUM `100%VER.`"";a:3:{s:7:""2012-01"";i:51087;s:7:""2012-02"";i:7912;i:2012;i:58175;}s:32:""MBLAQ 4TH MINI ALBUM 'BLAQ%VER.'"";a:3:{s:7:""2012-03"";i:19561;s:7:""2012-04"";i:2560;i:2012;i:23300;}s:9:""SEXY BEAT"";a:2:{s:7:""2013-06"";i:36379;i:2013;i:33736;}s:9:""LOVE BEAT"";a:2:{s:7:""2013-08"";i:36746;i:2013;i:36205;}s:6:""BROKEN"";a:2:{s:7:""2014-03"";i:20252;i:2014;i:18597;}s:6:""겨울"";a:2:{s:7:""2014-11"";i:6272;s:7:""2014-12"";i:609;}s:6:""MIRROR"";a:3:{s:7:""2015-06"";i:5492;s:7:""2015-07"";i:1564;s:7:""2015-08"";i:838;}}","12004","a:20:{s:7:""2011-01"";i:17981;s:7:""2011-02"";i:18711;s:7:""2011-06"";i:3647;s:7:""2011-11"";i:5614;s:7:""2012-01"";i:57976;s:7:""2012-04"";i:4126;s:7:""2011-03"";i:8091;s:7:""2011-07"";i:34454;s:7:""2011-08"";i:2515;s:7:""2011-09"";i:1536;s:7:""2012-02"";i:7912;s:7:""2012-03"";i:19561;s:7:""2013-06"";i:36379;s:7:""2013-08"";i:36746;s:7:""2014-03"";i:20252;s:7:""2014-11"";i:6272;s:7:""2014-12"";i:609;s:7:""2015-06"";i:5492;s:7:""2015-07"";i:1564;s:7:""2015-08"";i:838;}"
"141","Minah","female","y","77","2015","0","방민아","K=Bang_Min-ah,I=bbang_93,T=girls_day_minah","","738","","0","none","0","","","3654","a:0:{}"
"142","Miss A","female","n","0","2010","2017","미쓰에이","K=Miss_A,F=saymissA,T=jypemissa,V=EE9F,VS=5","","551","2010-07-01","19837","none","111748","","a:7:{s:12:""BAD BUT GOOD"";a:1:{s:7:""2011-01"";i:836;}s:19:""싱글 2집 STEP UP"";a:1:{s:7:""2011-01"";i:768;}s:12:""1집 A CLASS"";a:7:{s:7:""2011-07"";i:16652;s:7:""2011-08"";i:6894;s:7:""2011-09"";i:3404;s:7:""2011-10"";i:2486;s:7:""2011-12"";i:1948;i:2011;i:31885;s:7:""2012-06"";i:953;}s:5:""TOUCH"";a:4:{s:7:""2012-02"";i:18000;s:7:""2012-03"";i:1116;s:7:""2012-04"";i:1091;i:2012;i:21613;}s:24:""INDEPENDENT WOMEN PT.Ⅲ"";a:1:{s:7:""2012-10"";i:13153;}s:9:""2집 HUSH"";a:2:{s:7:""2013-11"";i:11700;s:7:""2014-01"";i:433;}s:6:""COLORS"";a:4:{s:7:""2015-03"";i:5668;s:7:""2015-04"";i:3858;s:7:""2015-05"";i:691;s:7:""2015-06"";i:353;}}","145581","a:17:{s:7:""2011-01"";i:1604;s:7:""2011-07"";i:16652;s:7:""2011-08"";i:6894;s:7:""2011-09"";i:3404;s:7:""2011-10"";i:2486;s:7:""2011-12"";i:1948;s:7:""2012-06"";i:953;s:7:""2012-02"";i:18000;s:7:""2012-03"";i:1116;s:7:""2012-04"";i:1091;s:7:""2012-10"";i:13153;s:7:""2013-11"";i:11700;s:7:""2014-01"";i:433;s:7:""2015-03"";i:5668;s:7:""2015-04"";i:3858;s:7:""2015-05"";i:691;s:7:""2015-06"";i:353;}"
"143","Monsta X","male","n","0","2015","0","몬스타엑스","K=Monsta_X,F=OfficialMonstaX,T=officialmonstax,I=official_monsta_x,V=FE123,VS=18","","1609","","0","none","1565848","","a:12:{s:8:""TRESPASS"";a:12:{s:7:""2015-05"";i:8758;s:7:""2015-06"";i:15743;s:7:""2015-07"";i:6745;i:2015;i:31085;s:7:""2016-05"";i:880;s:7:""2016-06"";i:502;s:7:""2016-07"";i:437;s:7:""2016-08"";i:664;s:7:""2016-09"";i:476;s:7:""2016-10"";i:547;s:7:""2017-03"";i:824;s:7:""2017-07"";i:654;}s:4:""RUSH"";a:16:{s:7:""2015-09"";i:30836;s:7:""2015-10"";i:10312;s:7:""2015-11"";i:9171;s:7:""2015-12"";i:4318;i:2015;i:54637;s:7:""2016-02"";i:595;s:7:""2016-03"";i:2418;s:7:""2016-07"";i:787;s:7:""2016-08"";i:948;s:7:""2016-09"";i:649;s:7:""2016-11"";i:721;s:7:""2017-02"";i:545;s:7:""2017-03"";i:771;s:7:""2017-08"";i:1042;s:7:""2019-05"";i:1218;s:7:""2020-01"";i:1208;}s:20:""THE CLAN PT.1 `LOST`"";a:5:{s:7:""2016-05"";i:47627;s:7:""2016-06"";i:34028;s:7:""2016-07"";i:4192;s:7:""2016-08"";i:5901;i:2016;i:91220;}s:22:""THE CLAN PT.2 `GUILTY`"";a:4:{s:7:""2016-10"";i:75775;s:7:""2016-11"";i:24919;i:2016;i:100358;s:7:""2017-03"";i:506;}s:27:""THE CLAN PT.2.5 [BEAUTIFUL]"";a:9:{s:7:""2017-03"";i:78095;s:7:""2017-04"";i:36859;s:7:""2017-05"";i:11714;s:7:""2017-11"";i:2311;i:2017;i:130814;s:7:""2018-07"";i:1139;s:7:""2019-04"";i:1026;s:7:""2019-05"";i:1134;s:7:""2019-08"";i:1375;}s:13:""SHINE FOREVER"";a:5:{s:7:""2017-06"";i:47985;s:7:""2017-07"";i:16418;s:7:""2017-08"";i:1064;s:7:""2017-10"";i:621;i:2017;i:66684;}s:8:""THE CODE"";a:5:{s:7:""2017-11"";i:112103;s:7:""2017-12"";i:43830;i:2017;i:155933;s:7:""2018-01"";i:6444;s:7:""2018-03"";i:1045;}s:20:""THE CONNECT : DEJAVU"";a:5:{s:7:""2018-03"";i:101666;s:7:""2018-04"";i:50601;s:7:""2018-05"";i:20116;s:7:""2018-07"";i:2129;i:2018;i:175130;}s:37:""ARE YOU THERE? - THE 2ND ALBUM TAKE.1"";a:4:{s:7:""2018-10"";i:161521;s:7:""2018-11"";i:73159;s:7:""2018-12"";i:4457;i:2018;i:239137;}s:34:""WE ARE HERE - THE 2ND ALBUM TAKE.2"";a:6:{s:7:""2019-02"";i:174371;s:7:""2019-03"";i:67323;s:7:""2019-04"";i:5393;s:7:""2019-05"";i:2440;s:7:""2019-06"";i:1327;i:2019;i:253456;}s:19:""`FOLLOW` : FIND YOU"";a:6:{s:7:""2019-10"";i:185573;s:7:""2019-11"";i:39007;s:7:""2019-12"";i:1777;i:2019;i:226357;s:7:""2020-01"";i:3711;s:7:""2020-03"";i:1223;}s:25:""'FOLLOW` : FIND YOU (KIT)"";a:1:{s:7:""2019-10"";i:7548;}}","446722","a:45:{s:7:""2015-05"";i:8758;s:7:""2015-06"";i:15743;s:7:""2015-07"";i:6745;s:7:""2016-05"";i:48507;s:7:""2016-06"";i:34530;s:7:""2016-07"";i:5416;s:7:""2016-08"";i:7513;s:7:""2016-09"";i:1125;s:7:""2016-10"";i:76322;s:7:""2017-03"";i:80196;s:7:""2017-07"";i:17072;s:7:""2015-09"";i:30836;s:7:""2015-10"";i:10312;s:7:""2015-11"";i:9171;s:7:""2015-12"";i:4318;s:7:""2016-02"";i:595;s:7:""2016-03"";i:2418;s:7:""2016-11"";i:25640;s:7:""2017-02"";i:545;s:7:""2017-08"";i:2106;s:7:""2019-05"";i:4792;s:7:""2020-01"";i:4919;s:7:""2017-04"";i:36859;s:7:""2017-05"";i:11714;s:7:""2017-11"";i:114414;s:7:""2018-07"";i:3268;s:7:""2019-04"";i:6419;s:7:""2019-08"";i:1375;s:7:""2017-06"";i:47985;s:7:""2017-10"";i:621;s:7:""2017-12"";i:43830;s:7:""2018-01"";i:6444;s:7:""2018-03"";i:102711;s:7:""2018-04"";i:50601;s:7:""2018-05"";i:20116;s:7:""2018-10"";i:161521;s:7:""2018-11"";i:73159;s:7:""2018-12"";i:4457;s:7:""2019-02"";i:174371;s:7:""2019-03"";i:67323;s:7:""2019-06"";i:1327;s:7:""2019-10"";i:193121;s:7:""2019-11"";i:39007;s:7:""2019-12"";i:1777;s:7:""2020-03"";i:1223;}"
"144","Moon Byul + Hwasa","female","n","138","0","0","","","","0","","0","none","0","","","253","a:0:{}"
"145","Moon Hyuna","female","y","9","2017","0","문현아","I=moongom119,T=moongom119","","1972","","0","none","0","","","59","a:0:{}"
"146","MYNAME","male","n","0","2011","0","마이네임","K=Myname,T=myname_jp,W=www.myname-jp.com,V=EF1203,VS=258","","1809","","0","none","84703","","a:6:{s:17:""MYNAME 1ST SINGLE"";a:3:{s:7:""2012-05"";i:4253;s:7:""2012-06"";i:2537;s:7:""2012-07"";i:1129;}s:14:""THE 2ND SINGLE"";a:3:{s:7:""2013-01"";i:9745;s:7:""2013-02"";i:4284;i:2013;i:14576;}s:14:""1ST MINI ALBUM"";a:3:{s:7:""2013-07"";i:33560;s:7:""2013-08"";i:2219;i:2013;i:35490;}s:23:""MYNAME 3RD SINGLE ALBUM"";a:1:{s:7:""2013-10"";i:11357;}s:18:""THE 2ND MINI ALBUM"";a:2:{s:7:""2015-02"";i:4569;s:7:""2015-03"";i:477;}s:23:""MYNAME 4TH SINGLE ALBUM"";a:1:{s:7:""2015-05"";i:10315;}}","6034","a:11:{s:7:""2012-05"";i:4253;s:7:""2012-06"";i:2537;s:7:""2012-07"";i:1129;s:7:""2013-01"";i:9745;s:7:""2013-02"";i:4284;s:7:""2013-07"";i:33560;s:7:""2013-08"";i:2219;s:7:""2013-10"";i:11357;s:7:""2015-02"";i:4569;s:7:""2015-03"";i:477;s:7:""2015-05"";i:10315;}"
"147","Nasty Nasty","coed","n","0","2014","0","","","","947","","0","none","0","","","2622","a:0:{}"
"148","NCT 127","male","n","150","2016","0","엔시티","K=NCT_(band),W=nct.smtown.com,T=nctsmtown_127,F=NCT.smtown,I=nct,V=F3C16D,VS=183","","1688","","0","none","1940200","","a:10:{s:29:""NCT #127 - THE 1ST MINI ALBUM"";a:32:{s:7:""2016-07"";i:60118;s:7:""2016-08"";i:14258;s:7:""2016-09"";i:5226;s:7:""2016-10"";i:2445;s:7:""2016-12"";i:729;i:2016;i:83272;s:7:""2017-01"";i:2174;s:7:""2017-02"";i:1843;s:7:""2017-03"";i:1633;s:7:""2017-04"";i:1014;s:7:""2017-05"";i:861;s:7:""2017-06"";i:1078;s:7:""2017-07"";i:1026;s:7:""2017-08"";i:1314;s:7:""2017-09"";i:988;s:7:""2017-10"";i:851;s:7:""2017-11"";i:766;s:7:""2018-02"";i:1048;s:7:""2018-03"";i:1313;s:7:""2018-04"";i:961;s:7:""2018-05"";i:808;s:7:""2018-06"";i:1120;s:7:""2018-07"";i:1164;s:7:""2018-08"";i:1493;s:7:""2018-09"";i:1132;s:7:""2018-10"";i:1403;s:7:""2018-12"";i:1051;s:7:""2019-02"";i:1197;s:7:""2019-03"";i:1289;s:7:""2019-04"";i:1444;s:7:""2019-06"";i:978;s:7:""2019-07"";i:1432;}s:39:""NCT #127 LIMITLESS - THE 2ND MINI ALBUM"";a:35:{s:7:""2017-01"";i:77417;s:7:""2017-02"";i:20116;s:7:""2017-03"";i:8838;s:7:""2017-04"";i:1745;s:7:""2017-05"";i:1378;s:7:""2017-06"";i:2166;s:7:""2017-07"";i:1813;s:7:""2017-08"";i:2142;s:7:""2017-09"";i:1264;s:7:""2017-10"";i:1559;s:7:""2017-11"";i:1788;s:7:""2017-12"";i:883;i:2017;i:121109;s:7:""2018-01"";i:1928;s:7:""2018-02"";i:1507;s:7:""2018-03"";i:2296;s:7:""2018-05"";i:1318;s:7:""2018-06"";i:2640;s:7:""2018-07"";i:1051;s:7:""2018-08"";i:2335;s:7:""2018-09"";i:2253;s:7:""2018-10"";i:2149;s:7:""2018-12"";i:1872;s:7:""2019-01"";i:2314;s:7:""2019-02"";i:1832;s:7:""2019-04"";i:2680;s:7:""2019-05"";i:2264;s:7:""2019-06"";i:1443;s:7:""2019-07"";i:1447;s:7:""2019-08"";i:1871;s:7:""2019-09"";i:978;s:7:""2019-10"";i:1281;s:7:""2019-11"";i:1166;s:7:""2020-02"";i:1551;s:7:""2020-03"";i:1896;}s:41:""NCT #127 CHERRY BOMB - THE 3RD MINI ALBUM"";a:29:{s:7:""2017-06"";i:105877;s:7:""2017-07"";i:18829;s:7:""2017-09"";i:816;s:7:""2017-10"";i:766;s:7:""2017-11"";i:1172;s:7:""2017-12"";i:1369;i:2017;i:127642;s:7:""2018-01"";i:1847;s:7:""2018-02"";i:1657;s:7:""2018-03"";i:1301;s:7:""2018-04"";i:2243;s:7:""2018-05"";i:2402;s:7:""2018-06"";i:1247;s:7:""2018-07"";i:2737;s:7:""2018-08"";i:3065;s:7:""2018-10"";i:3166;s:7:""2018-11"";i:2326;s:7:""2018-12"";i:1909;s:7:""2019-01"";i:1790;s:7:""2019-02"";i:2167;s:7:""2019-03"";i:1891;s:7:""2019-04"";i:2444;s:7:""2019-07"";i:3306;s:7:""2019-08"";i:1957;s:7:""2019-09"";i:1395;s:7:""2019-11"";i:1231;s:7:""2019-12"";i:1858;s:7:""2020-01"";i:1617;s:7:""2020-03"";i:1880;}s:45:""NCT #127 LIMITLESS - THE 2ND MINI ALBUM (SMC)"";a:1:{s:7:""2018-06"";i:1300;}s:42:""NCT #127 REGULAR-IRREGULAR - THE 1ST ALBUM"";a:3:{s:7:""2018-10"";i:273075;s:7:""2018-11"";i:19664;i:2018;i:292341;}s:43:""NCT #127 REGULATE - THE 1ST ALBUM REPACKAGE"";a:6:{s:7:""2018-11"";i:140330;s:7:""2018-12"";i:17479;i:2018;i:157809;s:7:""2019-10"";i:1163;s:7:""2020-01"";i:1188;s:7:""2020-02"";i:1186;}s:47:""NCT #127 WE ARE SUPERHUMAN - THE 4TH MINI ALBUM"";a:5:{s:7:""2019-05"";i:203636;s:7:""2019-06"";i:39861;i:2019;i:265762;s:7:""2020-01"";i:1190;s:7:""2020-02"";i:1554;}s:55:""NCT #127 WE ARE SUPERHUMAN - THE 4TH MINI ALBUM (KIHNO)"";a:2:{s:7:""2019-05"";i:16464;s:7:""2019-06"";i:3331;}s:33:""NCT #127 NEO ZONE - THE 2ND ALBUM"";a:1:{s:7:""2020-03"";i:723150;}s:39:""NCT #127 NEO ZONE - THE 2ND ALBUM (KIT)"";a:1:{s:7:""2020-03"";i:24850;}}","1234856","a:44:{s:7:""2016-07"";i:60118;s:7:""2016-08"";i:14258;s:7:""2016-09"";i:5226;s:7:""2016-10"";i:2445;s:7:""2016-12"";i:729;s:7:""2017-01"";i:79591;s:7:""2017-02"";i:21959;s:7:""2017-03"";i:10471;s:7:""2017-04"";i:2759;s:7:""2017-05"";i:2239;s:7:""2017-06"";i:109121;s:7:""2017-07"";i:21668;s:7:""2017-08"";i:3456;s:7:""2017-09"";i:3068;s:7:""2017-10"";i:3176;s:7:""2017-11"";i:3726;s:7:""2018-02"";i:4212;s:7:""2018-03"";i:4910;s:7:""2018-04"";i:3204;s:7:""2018-05"";i:4528;s:7:""2018-06"";i:6307;s:7:""2018-07"";i:4952;s:7:""2018-08"";i:6893;s:7:""2018-09"";i:3385;s:7:""2018-10"";i:279793;s:7:""2018-12"";i:22311;s:7:""2019-02"";i:5196;s:7:""2019-03"";i:3180;s:7:""2019-04"";i:6568;s:7:""2019-06"";i:45613;s:7:""2019-07"";i:6185;s:7:""2017-12"";i:2252;s:7:""2018-01"";i:3775;s:7:""2019-01"";i:4104;s:7:""2019-05"";i:222364;s:7:""2019-08"";i:3828;s:7:""2019-09"";i:2373;s:7:""2019-10"";i:2444;s:7:""2019-11"";i:2397;s:7:""2020-02"";i:4291;s:7:""2020-03"";i:751776;s:7:""2018-11"";i:162320;s:7:""2019-12"";i:1858;s:7:""2020-01"";i:3995;}"
"149","NCT DREAM","male","n","150","2016","0","","","","1815","","0","none","787298","","a:6:{s:32:""THE FIRST - THE 1ST SINGLE ALBUM"";a:20:{s:7:""2017-02"";i:37073;s:7:""2017-03"";i:42310;s:7:""2017-08"";i:1008;i:2017;i:82654;s:7:""2018-03"";i:1040;s:7:""2018-05"";i:1141;s:7:""2018-06"";i:1093;s:7:""2018-08"";i:1746;s:7:""2018-09"";i:1271;s:7:""2018-10"";i:1512;s:7:""2018-11"";i:1282;s:7:""2018-12"";i:1314;s:7:""2019-01"";i:1620;s:7:""2019-02"";i:1052;s:7:""2019-03"";i:1539;s:7:""2019-05"";i:1211;s:7:""2019-08"";i:1445;s:7:""2019-10"";i:1055;s:7:""2019-12"";i:1307;s:7:""2020-01"";i:1358;}s:29:""WE YOUNG - THE 1ST MINI ALBUM"";a:21:{s:7:""2017-08"";i:79996;s:7:""2017-09"";i:3117;i:2017;i:80905;s:7:""2018-04"";i:1066;s:7:""2018-05"";i:914;s:7:""2018-06"";i:950;s:7:""2018-07"";i:1095;s:7:""2018-08"";i:1471;s:7:""2018-09"";i:1467;s:7:""2018-10"";i:1480;s:7:""2018-12"";i:1302;s:7:""2019-01"";i:1447;s:7:""2019-02"";i:1216;s:7:""2019-04"";i:1301;s:7:""2019-05"";i:1550;s:7:""2019-07"";i:1617;s:7:""2019-08"";i:1375;s:7:""2019-09"";i:1167;s:7:""2019-12"";i:1175;s:7:""2020-01"";i:1544;s:7:""2020-03"";i:1317;}s:38:""THE FIRST - THE 1ST SINGLE ALBUM (SMC)"";a:1:{s:7:""2018-06"";i:1268;}s:29:""WE GO UP - THE 2ND MINI ALBUM"";a:18:{s:7:""2018-09"";i:193247;s:7:""2018-10"";i:5296;s:7:""2018-11"";i:2172;s:7:""2018-12"";i:1911;i:2018;i:202626;s:7:""2019-01"";i:1247;s:7:""2019-02"";i:2782;s:7:""2019-03"";i:1757;s:7:""2019-04"";i:2035;s:7:""2019-05"";i:1998;s:7:""2019-07"";i:2542;s:7:""2019-08"";i:2318;s:7:""2019-09"";i:1617;s:7:""2019-10"";i:1552;s:7:""2019-11"";i:1637;s:7:""2020-01"";i:2608;s:7:""2020-02"";i:1620;s:7:""2020-03"";i:2418;}s:28:""WE BOOM - THE 3RD MINI ALBUM"";a:7:{s:7:""2019-07"";i:197175;s:7:""2019-08"";i:115100;s:7:""2019-09"";i:7684;s:7:""2019-10"";i:3904;s:7:""2019-12"";i:4451;i:2019;i:327805;s:7:""2020-01"";i:5028;}s:36:""WE BOOM - THE 3RD MINI ALBUM (KIHNO)"";a:1:{s:7:""2019-08"";i:16441;}}","2156786","a:28:{s:7:""2017-02"";i:37073;s:7:""2017-03"";i:42310;s:7:""2017-08"";i:81004;s:7:""2018-03"";i:1040;s:7:""2018-05"";i:2055;s:7:""2018-06"";i:3311;s:7:""2018-08"";i:3217;s:7:""2018-09"";i:195985;s:7:""2018-10"";i:8288;s:7:""2018-11"";i:3454;s:7:""2018-12"";i:4527;s:7:""2019-01"";i:4314;s:7:""2019-02"";i:5050;s:7:""2019-03"";i:3296;s:7:""2019-05"";i:4759;s:7:""2019-08"";i:136679;s:7:""2019-10"";i:6511;s:7:""2019-12"";i:6933;s:7:""2020-01"";i:10538;s:7:""2017-09"";i:3117;s:7:""2018-04"";i:1066;s:7:""2018-07"";i:1095;s:7:""2019-04"";i:3336;s:7:""2019-07"";i:201334;s:7:""2019-09"";i:10468;s:7:""2020-03"";i:3735;s:7:""2019-11"";i:1637;s:7:""2020-02"";i:1620;}"
"150","NCT U","male","n","0","2016","0","엔시티","K=NCT_(band),W=nct.smtown.com,I=nct","","1566","","0","none","0","","","324268","a:0:{}"
"151","NU'EST","male","n","0","2012","0","뉴이스트","K=NU%27EST,T=nuestnews,F=pledisnuest,W=www.nuest.co.kr,V=F59133,VS=154,I=nuest_official","","675","","0","none","691928","","a:12:{s:13:""FACE (SINGLE)"";a:14:{s:7:""2012-03"";i:6462;s:7:""2012-04"";i:6704;s:7:""2012-05"";i:2318;s:7:""2012-06"";i:2424;s:7:""2012-07"";i:1359;s:7:""2012-08"";i:961;s:7:""2012-09"";i:840;s:7:""2012-11"";i:1313;i:2012;i:23108;s:7:""2013-03"";i:816;s:7:""2017-06"";i:1000;s:7:""2017-07"";i:1998;s:7:""2017-08"";i:2997;s:7:""2017-09"";i:3774;}s:6:""ACTION"";a:10:{s:7:""2012-07"";i:15564;s:7:""2012-08"";i:2649;s:7:""2012-09"";i:659;s:7:""2012-11"";i:770;i:2012;i:20770;s:7:""2017-05"";i:1650;s:7:""2017-06"";i:1341;s:7:""2017-07"";i:2012;s:7:""2017-08"";i:2171;s:7:""2017-09"";i:3228;}s:12:""여보세요"";a:7:{s:7:""2013-02"";i:9199;s:7:""2013-03"";i:3037;i:2013;i:14249;s:7:""2017-06"";i:2000;s:7:""2017-07"";i:2003;s:7:""2017-08"";i:3000;s:7:""2017-09"";i:3984;}s:9:""잠꼬대"";a:7:{s:7:""2013-08"";i:11935;s:7:""2013-09"";i:1414;i:2013;i:13825;s:7:""2017-05"";i:1610;s:7:""2017-06"";i:1538;s:7:""2017-08"";i:2795;s:7:""2017-09"";i:3792;}s:8:""RE:BIRTH"";a:9:{s:7:""2014-07"";i:11105;s:7:""2014-08"";i:834;s:7:""2014-09"";i:520;s:7:""2014-11"";i:519;s:7:""2017-05"";i:2301;s:7:""2017-06"";i:1992;s:7:""2017-07"";i:4996;s:7:""2017-08"";i:4481;s:7:""2017-09"";i:3180;}s:7:""I'M BAD"";a:1:{s:7:""2015-03"";i:5000;}s:4:""Q IS"";a:7:{s:7:""2016-02"";i:6177;s:7:""2016-03"";i:2811;s:7:""2017-05"";i:3458;s:7:""2017-06"";i:1997;s:7:""2017-07"";i:4994;s:7:""2017-08"";i:4911;s:7:""2017-09"";i:3184;}s:27:""THE 5TH MINI ALBUM `CANVAS`"";a:7:{s:7:""2016-08"";i:4143;s:7:""2016-09"";i:2216;s:7:""2017-05"";i:1574;s:7:""2017-06"";i:4993;s:7:""2017-07"";i:4996;s:7:""2017-08"";i:2963;s:7:""2017-09"";i:5216;}s:39:""THE 6TH MINI ALBUM `HAPPILY EVER AFTER`"";a:5:{s:7:""2019-04"";i:161843;s:7:""2019-05"";i:85797;s:7:""2019-08"";i:2632;s:7:""2019-11"";i:3847;i:2019;i:251083;}s:47:""THE 6TH MINI ALBUM `HAPPILY EVER AFTER` (KIHNO)"";a:2:{s:7:""2019-04"";i:15897;s:7:""2019-05"";i:3249;}s:30:""THE 7TH MINI ALBUM `THE TABLE`"";a:3:{s:7:""2019-10"";i:183100;s:7:""2019-11"";i:30622;i:2019;i:212499;}s:36:""THE 7TH MINI ALBUM `THE TABLE` (KIT)"";a:1:{s:7:""2019-10"";i:6978;}}","59325","a:31:{s:7:""2012-03"";i:6462;s:7:""2012-04"";i:6704;s:7:""2012-05"";i:2318;s:7:""2012-06"";i:2424;s:7:""2012-07"";i:16923;s:7:""2012-08"";i:3610;s:7:""2012-09"";i:1499;s:7:""2012-11"";i:2083;s:7:""2013-03"";i:3853;s:7:""2017-06"";i:14861;s:7:""2017-07"";i:20999;s:7:""2017-08"";i:23318;s:7:""2017-09"";i:26358;s:7:""2017-05"";i:10593;s:7:""2013-02"";i:9199;s:7:""2013-08"";i:11935;s:7:""2013-09"";i:1414;s:7:""2014-07"";i:11105;s:7:""2014-08"";i:834;s:7:""2014-09"";i:520;s:7:""2014-11"";i:519;s:7:""2015-03"";i:5000;s:7:""2016-02"";i:6177;s:7:""2016-03"";i:2811;s:7:""2016-08"";i:4143;s:7:""2016-09"";i:2216;s:7:""2019-04"";i:177740;s:7:""2019-05"";i:89046;s:7:""2019-08"";i:2632;s:7:""2019-11"";i:34469;s:7:""2019-10"";i:190078;}"
"152","Oh My Girl","female","n","0","2015","0","오마이걸","K=Oh_My_Girl,Y=UC-qYkzKFdekoEniRu_FS3zg,F=official.ohmygirl,W=www.ohmy-girl.com,I=wm_ohmygirl,V=F51143,VS=162","","1271","","0","none","216402","","a:10:{s:10:""OH MY GIRL"";a:4:{s:7:""2015-04"";i:3225;s:7:""2015-05"";i:2840;s:7:""2015-06"";i:1593;s:7:""2015-07"";i:486;}s:6:""CLOSER"";a:3:{s:7:""2015-10"";i:5822;s:7:""2015-11"";i:2921;s:7:""2016-08"";i:506;}s:10:""PINK OCEAN"";a:3:{s:7:""2016-03"";i:6482;s:7:""2016-04"";i:4844;s:7:""2016-05"";i:2599;}s:9:""WINDY DAY"";a:5:{s:7:""2016-05"";i:10574;s:7:""2016-06"";i:6840;s:7:""2016-07"";i:1065;s:7:""2016-08"";i:478;s:7:""2016-09"";i:429;}s:20:""내 얘길 들어봐"";a:3:{s:7:""2016-08"";i:22894;s:7:""2016-09"";i:3186;i:2016;i:26106;}s:13:""COLORING BOOK"";a:3:{s:7:""2017-04"";i:23460;s:7:""2017-05"";i:4518;s:7:""2017-06"";i:1758;}s:12:""비밀정원"";a:3:{s:7:""2018-01"";i:23970;s:7:""2018-02"";i:6164;s:7:""2018-03"";i:5232;}s:28:""6TH MINI ALBUM `REMEMBER ME`"";a:4:{s:7:""2018-09"";i:21911;s:7:""2018-10"";i:3005;s:7:""2018-11"";i:4304;s:7:""2018-12"";i:2453;}s:16:""THE FIFTH SEASON"";a:2:{s:7:""2019-05"";i:21203;s:7:""2019-06"";i:5289;}s:40:""OH MY GIRL SUMMER PACKAGE (FALL IN LOVE)"";a:1:{s:7:""2019-08"";i:16325;}}","850484","a:26:{s:7:""2015-04"";i:3225;s:7:""2015-05"";i:2840;s:7:""2015-06"";i:1593;s:7:""2015-07"";i:486;s:7:""2015-10"";i:5822;s:7:""2015-11"";i:2921;s:7:""2016-08"";i:23878;s:7:""2016-03"";i:6482;s:7:""2016-04"";i:4844;s:7:""2016-05"";i:13173;s:7:""2016-06"";i:6840;s:7:""2016-07"";i:1065;s:7:""2016-09"";i:3615;s:7:""2017-04"";i:23460;s:7:""2017-05"";i:4518;s:7:""2017-06"";i:1758;s:7:""2018-01"";i:23970;s:7:""2018-02"";i:6164;s:7:""2018-03"";i:5232;s:7:""2018-09"";i:21911;s:7:""2018-10"";i:3005;s:7:""2018-11"";i:4304;s:7:""2018-12"";i:2453;s:7:""2019-05"";i:21203;s:7:""2019-06"";i:5289;s:7:""2019-08"";i:16325;}"
